airport,day_start,day_end,min_start,min_end,n_flights,capacity_reduction_mean
EBBR,0,0,1020,1140,27,0.5365990990990991
EBBR,1,1,360,420,25,0.138157894736842
EBBR,2,2,1020,1160,30,0.4818840579710144
EBBR,3,3,1020,1120,15,0.6470588235294118
EBBR,4,4,720,900,13,0.71875
EBBR,5,5,700,950,18,0.8158333333333333
EBBR,6,6,340,480,35,0.8434343434343434
EBBR,7,7,780,900,2,0.7013888888888888
EBBR,8,8,340,500,46,0.2489754098360655
EBBR,8,8,1020,1170,29,0.5037878787878788
EBBR,9,9,960,1140,21,0.7664141414141414
EBBR,10,10,340,500,46,0.4689327485380117
EBBR,11,11,1020,1120,20,0.4831989247311828
EBBR,10,10,1020,1120,18,0.6618589743589743
EBBR,11,11,340,500,39,0.4223163841807909
EBBR,12,12,1020,1140,18,0.639423076923077
EBBR,12,12,360,720,104,0.2278735632183908
EBBR,13,13,1020,1120,44,0.3083333333333333
EBBR,14,14,960,1160,33,0.7717013888888888
EBBR,15,15,360,480,32,0.1030701754385964
EDDF,16,16,760,800,32,0.6039393939393939
EDDF,16,16,1020,1200,65,0.5842507645259938
EDDF,16,16,1000,1020,65,0.5842507645259938
EDDF,16,16,920,940,65,0.5842507645259938
EDDF,16,16,940,1000,65,0.5842507645259938
EDDF,16,16,800,913,32,0.6039393939393939
EDDF,16,16,540,660,12,0.6866666666666668
EDDF,17,17,751,840,169,0.6550644567219153
EDDF,17,17,1060,1153,169,0.6550644567219153
EDDF,17,17,930,1060,169,0.6550644567219153
EDDF,17,17,840,900,169,0.6550644567219153
EDDF,17,17,640,751,169,0.6550644567219153
EDDF,17,17,390,470,45,0.5347701149425287
EDDF,17,17,900,930,169,0.6550644567219153
EDDF,18,18,780,880,22,0.5091666666666667
EDDF,17,17,470,512,45,0.5347701149425287
EDDF,4,4,600,887,82,0.6743243243243243
EDDF,19,19,270,280,6,0.7138888888888888
EDDF,19,19,500,520,26,0.6137037037037038
EDDF,19,19,520,646,26,0.6137037037037038
EDDF,20,20,720,760,185,0.5270731707317073
EDDF,20,20,960,1080,185,0.5270731707317073
EDDF,15,15,980,1166,99,0.5687134502923977
EDDF,20,20,1080,1260,185,0.5270731707317073
EDDF,20,20,760,960,185,0.5270731707317073
EDDF,19,19,300,360,14,0.75
EDDF,19,19,360,420,14,0.75
EDDL,23,23,1160,1260,22,0.4406926406926407
EDDL,0,0,1140,1260,23,0.3484848484848485
EDDL,0,0,480,520,13,0.7101449275362319
EDDL,0,0,380,480,13,0.7101449275362319
EDDL,2,2,1140,1260,20,0.6153846153846153
EDDL,2,2,660,760,9,0.696969696969697
EDDL,17,17,1140,1160,63,0.5292207792207793
EDDL,18,18,480,520,22,0.5161964472309301
EDDL,18,18,1160,1260,10,0.3203463203463204
EDDL,17,17,420,500,48,0.5427807486631017
EDDL,17,17,500,660,48,0.5427807486631017
EDDL,17,17,820,1140,63,0.5292207792207793
EDDL,18,18,400,480,22,0.5161964472309301
EDDL,17,17,1160,1260,63,0.5292207792207793
EDDL,24,24,1140,1260,37,0.2795883361921097
EDDL,3,3,1160,1280,25,0.3144963144963145
EDDL,24,24,420,520,22,0.5067920585161965
EDDL,4,4,1080,1100,24,0.4125874125874126
EDDL,4,4,920,1080,24,0.4125874125874126
EDDL,4,4,620,700,5,0.4882154882154882
EDDL,6,6,1160,1260,24,0.1253071253071253
EDDL,25,25,480,500,8,-0.0894660894660893
EDDL,25,25,420,480,8,-0.0894660894660893
EDDL,9,9,1160,1260,25,0.0930735930735931
EDDL,8,8,840,900,16,0.4416666666666666
EDDL,8,8,1140,1260,30,0.1666666666666666
EDDL,8,8,900,960,16,0.4416666666666666
EDDL,8,8,420,480,22,0.2345679012345679
EDDL,8,8,480,510,22,0.2345679012345679
EDDL,26,26,1140,1260,20,0.4090909090909091
EDDL,19,19,1140,1260,38,0.2141873278236914
EDDL,26,26,440,520,8,0.2344497607655502
EDDL,26,26,880,1100,35,0.6232782369146006
EDDL,11,11,1160,1260,19,0.3565656565656565
EDDL,10,10,400,500,17,0.5830721003134796
EDDL,11,11,480,520,19,0.2878787878787879
EDDL,11,11,420,480,19,0.2878787878787879
EDDL,12,12,1020,1140,23,0.7282502443792767
EDDL,12,12,480,520,9,0.4450757575757575
EDDL,21,21,1140,1260,31,0.2957839262187088
EDDL,12,12,1140,1260,30,0.3680555555555555
EDDL,12,12,420,480,9,0.4450757575757575
EDDL,22,22,420,480,11,0.5286195286195285
EDDL,22,22,1000,1100,8,0.5494949494949495
EDDL,22,22,1140,1280,24,0.5662337662337662
EDDL,13,13,1140,1260,42,0.4814271749755621
EDDL,20,20,900,1000,9,0.2153110047846889
EDDL,20,20,1160,1260,15,0.3663911845730027
EDDM,1,1,930,1040,13,0.4478553406223717
EDDM,17,17,1110,1121,5,0.3879310344827586
EDDM,17,17,660,820,28,0.690121155638397
EDDM,4,4,480,540,38,0.6128822381262199
EDDM,4,4,420,480,38,0.6128822381262199
EDDM,4,4,540,560,38,0.6128822381262199
EDDM,9,9,260,364,34,0.3543653705062362
EDDM,19,19,660,780,172,0.8070394854386279
EDDM,19,19,915,1020,172,0.8070394854386279
EDDM,19,19,780,915,172,0.8070394854386279
EDDM,19,19,1020,1101,172,0.8070394854386279
EDDM,27,27,860,914,5,0.6517241379310345
EDDM,13,13,680,840,65,0.5524137931034483
EDDM,15,15,1080,1100,52,0.7601330913490624
EDDM,20,20,990,1040,74,0.4922510654784967
EDDM,15,15,1100,1170,52,0.7601330913490624
EDDM,15,15,1020,1080,52,0.7601330913490624
EDDM,15,15,1170,1260,52,0.7601330913490624
EDDM,20,20,1040,1111,74,0.4922510654784967
EDDM,20,20,900,990,74,0.4922510654784967
EGCC,6,6,720,775,10,0.5729166666666667
EGCC,8,8,360,419,9,0.444078947368421
EGKK,0,0,700,782,28,0.2702169625246548
EGKK,23,23,340,425,29,0.4241758241758241
EGKK,0,0,1310,1358,19,0.4965034965034964
EGKK,0,0,340,493,38,0.3367346938775509
EGKK,23,23,980,1096,27,0.3974358974358974
EGKK,2,2,330,443,52,0.5331061343719571
EGKK,1,1,1300,1374,59,0.8783936651583711
EGKK,1,1,360,500,29,0.2652859960552268
EGKK,1,1,660,768,22,0.56575682382134
EGKK,1,1,1240,1300,59,0.8783936651583711
EGKK,2,2,920,1075,137,0.5083612040133779
EGKK,2,2,1075,1176,137,0.5083612040133779
EGKK,16,16,640,920,70,0.3076923076923077
EGKK,1,1,880,1170,62,0.4027409372236958
EGKK,2,2,315,330,52,0.5331061343719571
EGKK,16,16,360,440,20,0.3636363636363636
EGKK,2,2,700,920,137,0.5083612040133779
EGKK,17,17,700,1196,245,0.3871374527112232
EGKK,18,18,640,900,37,0.5972423802612482
EGKK,17,17,360,535,30,0.2895500725689404
EGKK,18,18,960,1130,54,0.1633136094674556
EGKK,24,24,1160,1380,52,0.6441025641025641
EGKK,24,24,1090,1160,52,0.6441025641025641
EGKK,24,24,360,457,131,0.4369230769230769
EGKK,3,3,360,434,178,0.4196104324859689
EGKK,3,3,960,1065,17,0.5659340659340659
EGKK,5,5,1300,1340,13,0.5180995475113123
EGKK,5,5,585,680,157,0.3341880341880342
EGKK,5,5,680,720,157,0.3341880341880342
EGKK,5,5,720,980,157,0.3341880341880342
EGKK,5,5,360,520,157,0.3341880341880342
EGKK,5,5,980,1108,157,0.3341880341880342
EGKK,5,5,520,585,157,0.3341880341880342
EGKK,5,5,1340,1354,13,0.5180995475113123
EGKK,25,25,1040,1160,205,0.3646506165590135
EGKK,25,25,1020,1040,205,0.3646506165590135
EGKK,6,6,1020,1200,38,0.3638461538461539
EGKK,6,6,360,506,32,0.1887298747763864
EGKK,25,25,540,820,205,0.3646506165590135
EGKK,7,7,360,401,174,0.2048697270471464
EGKK,25,25,820,1020,205,0.3646506165590135
EGKK,25,25,1160,1295,205,0.3646506165590135
EGKK,6,6,560,843,167,0.1317438217890706
EGKK,7,7,700,875,21,0.3997668997668998
EGKK,25,25,360,463,21,0.2221153846153845
EGKK,8,8,560,771,123,0.2595604395604395
EGKK,9,9,1320,1380,21,-0.0626373626373626
EGKK,8,8,360,495,31,0.1844405594405594
EGKK,8,8,1320,1371,165,0.791898922333705
EGKK,9,9,1080,1090,9,0.2105263157894736
EGKK,9,9,1260,1320,21,-0.0626373626373626
EGKK,9,9,360,530,305,0.4817165593027662
EGKK,26,26,1260,1380,19,0.3868778280542986
EGKK,26,26,360,457,24,0.1401985111662531
EGKK,26,26,720,911,332,0.1889712696941613
EGKK,19,19,1320,1376,265,0.2920602789023841
EGKK,19,19,640,761,19,0.432051282051282
EGKK,19,19,980,1110,265,0.2920602789023841
EGKK,19,19,1110,1320,265,0.2920602789023841
EGKK,26,26,980,1178,26,0.6008547008547008
EGKK,19,19,360,480,19,0.0604395604395604
EGKK,10,10,360,500,21,0.2827442827442827
EGKK,11,11,1350,1423,26,0.7481389578163772
EGKK,10,10,1320,1376,4,0.5528846153846154
EGKK,27,27,390,468,262,0.0237388724035608
EGKK,27,27,680,860,48,0.5520361990950227
EGKK,10,10,560,840,117,0.0821559392987964
EGKK,11,11,340,500,135,0.3567639257294429
EGKK,11,11,500,1072,135,0.3567639257294429
EGKK,27,27,340,390,262,0.0237388724035608
EGKK,10,10,980,1149,33,0.2967853042479907
EGKK,11,11,1320,1350,26,0.7481389578163772
EGKK,21,21,1240,1257,112,0.3375796178343949
EGKK,21,21,360,516,110,0.8324592074592074
EGKK,10,10,1306,1345,2,0.4038461538461538
EGKK,12,12,960,1240,56,0.4460702341137124
EGKK,21,21,980,1125,32,0.2313895781637717
EGKK,12,12,700,774,26,0.272079772079772
EGKK,21,21,780,837,6,0.4285714285714285
EGKK,12,12,1320,1380,56,0.4460702341137124
EGKK,12,12,1240,1320,56,0.4460702341137124
EGKK,12,12,360,450,261,0.5558069381598794
EGKK,22,22,360,387,13,0.2508361204013377
EGKK,13,13,700,1093,296,0.1962172442941673
EGKK,22,22,1000,1038,82,0.014839491217444
EGKK,22,22,860,940,82,0.014839491217444
EGKK,22,22,940,1000,82,0.014839491217444
EGKK,13,13,360,456,15,0.5769230769230769
EGKK,22,22,540,775,53,0.4102564102564102
EGKK,14,14,1320,1354,15,0.4457013574660633
EGKK,15,15,600,807,55,0.51994301994302
EGKK,15,15,540,600,55,0.51994301994302
EGKK,14,14,360,442,22,0.2125506072874494
EGKK,20,20,340,511,58,-0.299908424908425
EGKK,14,14,940,1076,19,0.1178660049627792
EGKK,20,20,1300,1400,19,0.092948717948718
EGKK,20,20,580,739,44,0.4176788124156545
EGKK,20,20,765,965,118,0.3548140601120734
EGKK,14,14,580,837,45,0.3298076923076923
EGKK,20,20,965,1147,118,0.3548140601120734
EGLL,23,23,960,1152,64,0.4202898550724637
EGLL,2,2,1020,1166,149,0.5191562634524322
EGLL,17,17,490,633,70,0.5356805293005671
EGLL,17,17,340,490,70,0.5356805293005671
EGLL,3,3,1040,1164,31,0.5417391304347826
EGLL,4,4,1000,1149,52,0.6037549407114625
EGLL,25,25,1040,1174,31,0.586031452358927
EGLL,25,25,480,640,25,0.6900910010111224
EGLL,9,9,1040,1200,46,0.5254237288135594
EGLL,19,19,320,620,63,0.5239574090505768
EGLL,26,26,340,457,285,0.5488978199975643
EGLL,11,11,900,1080,93,0.5180124223602485
EGLL,11,11,1080,1222,93,0.5180124223602485
EGLL,10,10,320,850,307,0.4643106254359451
EGLL,10,10,850,1120,307,0.4643106254359451
EGLL,10,10,1120,1229,307,0.4643106254359451
EGLL,21,21,360,390,23,0.4571256038647343
EGLL,12,12,440,626,61,0.5758738277919864
EGLL,12,12,300,440,61,0.5758738277919864
EGLL,12,12,800,1082,257,0.5895459472479826
EGLL,22,22,820,980,37,0.6753155680224403
EGLL,20,20,340,420,174,0.4260869565217391
EGLL,14,14,300,527,71,0.5341993637327678
EGLL,20,20,420,480,174,0.4260869565217391
EGLL,15,15,340,437,33,0.530667701863354
EGLL,20,20,480,560,2,0.4782608695652174
EGSS,27,27,340,351,14,0.4705882352941176
EGSS,10,10,583,804,20,0.7470414201183432
EGSS,12,12,340,420,36,0.2982905982905983
EGSS,21,21,1240,1420,22,0.6119909502262444
EGSS,12,12,420,478,36,0.2982905982905983
EGSS,13,13,1280,1381,25,0.099067599067599
EGSS,22,22,360,433,17,-0.1993006993006993
EHAM,0,0,520,560,99,0.4195501730103806
EHAM,23,23,560,640,122,0.5855377654020187
EHAM,23,23,640,680,122,0.5855377654020187
EHAM,23,23,520,560,122,0.5855377654020187
EHAM,23,23,680,760,122,0.5855377654020187
EHAM,23,23,980,1080,57,0.5449234488315874
EHAM,23,23,420,520,122,0.5855377654020187
EHAM,0,0,420,520,99,0.4195501730103806
EHAM,0,0,320,420,99,0.4195501730103806
EHAM,16,16,280,320,55,0.5347222222222223
EHAM,2,2,830,920,80,0.6264282691493863
EHAM,16,16,320,420,55,0.5347222222222223
EHAM,2,2,760,830,80,0.6264282691493863
EHAM,1,1,520,540,31,0.4395424836601306
EHAM,1,1,940,1080,60,0.5401214833759591
EHAM,2,2,320,420,80,0.2853525516166732
EHAM,2,2,260,320,80,0.2853525516166732
EHAM,1,1,480,520,31,0.4395424836601306
EHAM,2,2,980,1080,54,0.1898567119155354
EHAM,18,18,280,320,255,0.4323529411764705
EHAM,18,18,640,680,255,0.4323529411764705
EHAM,17,17,860,920,120,0.700644641418211
EHAM,17,17,320,420,81,0.4386409736308317
EHAM,18,18,560,640,255,0.4323529411764705
EHAM,17,17,280,320,81,0.4386409736308317
EHAM,18,18,680,760,255,0.4323529411764705
EHAM,17,17,790,860,120,0.700644641418211
EHAM,18,18,320,420,255,0.4323529411764705
EHAM,17,17,680,790,120,0.700644641418211
EHAM,18,18,520,560,255,0.4323529411764705
EHAM,18,18,420,520,255,0.4323529411764705
EHAM,3,3,640,680,103,0.6965073529411764
EHAM,3,3,980,1060,100,0.9457107843137256
EHAM,24,24,750,830,207,0.4832396193771626
EHAM,3,3,780,830,42,0.2467914438502673
EHAM,24,24,420,510,207,0.4832396193771626
EHAM,24,24,280,320,207,0.4832396193771626
EHAM,24,24,630,680,207,0.4832396193771626
EHAM,24,24,510,560,207,0.4832396193771626
EHAM,24,24,320,420,207,0.4832396193771626
EHAM,24,24,680,750,207,0.4832396193771626
EHAM,24,24,980,1080,88,0.1839402427637721
EHAM,3,3,830,900,42,0.2467914438502673
EHAM,24,24,560,630,207,0.4832396193771626
EHAM,3,3,420,500,103,0.6965073529411764
EHAM,3,3,560,640,103,0.6965073529411764
EHAM,3,3,500,560,103,0.6965073529411764
EHAM,5,5,520,560,139,0.0372683319903303
EHAM,4,4,780,840,74,0.4996967859308672
EHAM,5,5,420,520,139,0.0372683319903303
EHAM,5,5,560,578,139,0.0372683319903303
EHAM,5,5,340,420,139,0.0372683319903303
EHAM,6,6,560,640,210,0.5011277517141826
EHAM,25,25,320,420,251,0.4408783783783783
EHAM,25,25,1080,1210,49,0.6378676470588235
EHAM,25,25,520,560,251,0.4408783783783783
EHAM,25,25,280,320,251,0.4408783783783783
EHAM,25,25,680,760,251,0.4408783783783783
EHAM,6,6,960,1080,63,0.4316418875242404
EHAM,6,6,280,320,210,0.5011277517141826
EHAM,25,25,760,830,251,0.4408783783783783
EHAM,25,25,560,640,251,0.4408783783783783
EHAM,6,6,640,680,210,0.5011277517141826
EHAM,25,25,1210,1230,49,0.6378676470588235
EHAM,6,6,320,420,210,0.5011277517141826
EHAM,6,6,420,520,210,0.5011277517141826
EHAM,6,6,520,560,210,0.5011277517141826
EHAM,6,6,680,760,210,0.5011277517141826
EHAM,25,25,640,680,251,0.4408783783783783
EHAM,25,25,420,520,251,0.4408783783783783
EHAM,6,6,760,830,210,0.5011277517141826
EHAM,9,9,1000,1080,23,0.453921568627451
EHAM,8,8,680,760,270,0.4222960151802657
EHAM,8,8,640,680,270,0.4222960151802657
EHAM,8,8,560,640,270,0.4222960151802657
EHAM,8,8,760,830,270,0.4222960151802657
EHAM,8,8,280,320,270,0.4222960151802657
EHAM,9,9,680,760,270,0.1863867684478371
EHAM,9,9,280,320,270,0.1863867684478371
EHAM,9,9,760,830,270,0.1863867684478371
EHAM,9,9,520,560,270,0.1863867684478371
EHAM,8,8,420,520,270,0.4222960151802657
EHAM,9,9,640,680,270,0.1863867684478371
EHAM,8,8,520,560,270,0.4222960151802657
EHAM,8,8,960,1080,50,0.3556644880174291
EHAM,9,9,560,640,270,0.1863867684478371
EHAM,9,9,420,520,270,0.1863867684478371
EHAM,9,9,320,420,270,0.1863867684478371
EHAM,8,8,320,420,270,0.4222960151802657
EHAM,26,26,280,320,160,0.131376887038001
EHAM,19,19,320,420,117,0.549342105263158
EHAM,19,19,960,1100,45,0.3738562091503268
EHAM,19,19,640,680,79,0.7043969102792632
EHAM,26,26,320,420,160,0.131376887038001
EHAM,19,19,280,320,117,0.549342105263158
EHAM,26,26,960,1080,67,0.1643420254699818
EHAM,19,19,520,560,91,0.3437044239183276
EHAM,19,19,560,580,91,0.3437044239183276
EHAM,19,19,500,520,91,0.3437044239183276
EHAM,19,19,600,640,79,0.7043969102792632
EHAM,19,19,680,760,79,0.7043969102792632
EHAM,19,19,760,830,79,0.7043969102792632
EHAM,11,11,980,1080,96,0.6392494929006085
EHAM,11,11,560,640,221,0.4608944701476096
EHAM,11,11,320,420,221,0.4608944701476096
EHAM,11,11,640,680,221,0.4608944701476096
EHAM,11,11,680,760,221,0.4608944701476096
EHAM,10,10,560,640,303,0.4862196626902508
EHAM,10,10,920,1080,303,0.4862196626902508
EHAM,10,10,830,920,303,0.4862196626902508
EHAM,10,10,520,560,303,0.4862196626902508
EHAM,10,10,420,520,303,0.4862196626902508
EHAM,11,11,520,560,221,0.4608944701476096
EHAM,11,11,420,520,221,0.4608944701476096
EHAM,10,10,320,420,303,0.4862196626902508
EHAM,10,10,680,760,303,0.4862196626902508
EHAM,10,10,640,680,303,0.4862196626902508
EHAM,11,11,260,320,221,0.4608944701476096
EHAM,10,10,280,320,303,0.4862196626902508
EHAM,10,10,760,830,303,0.4862196626902508
EHAM,12,12,560,640,230,0.4628110859728507
EHAM,12,12,420,520,230,0.4628110859728507
EHAM,12,12,280,320,230,0.4628110859728507
EHAM,12,12,520,560,230,0.4628110859728507
EHAM,21,21,560,640,232,0.4140967066438226
EHAM,21,21,520,560,232,0.4140967066438226
EHAM,21,21,320,420,232,0.4140967066438226
EHAM,21,21,980,1060,36,0.6171726755218216
EHAM,21,21,640,680,232,0.4140967066438226
EHAM,12,12,680,760,230,0.4628110859728507
EHAM,12,12,320,420,230,0.4628110859728507
EHAM,12,12,640,680,230,0.4628110859728507
EHAM,21,21,680,760,232,0.4140967066438226
EHAM,12,12,760,830,230,0.4628110859728507
EHAM,21,21,420,520,232,0.4140967066438226
EHAM,21,21,280,320,232,0.4140967066438226
EHAM,22,22,640,680,383,0.7247805581029738
EHAM,22,22,1100,1200,56,0.5358350236646383
EHAM,22,22,320,420,383,0.7247805581029738
EHAM,22,22,980,1100,56,0.5358350236646383
EHAM,13,13,420,520,227,0.2274101307189542
EHAM,13,13,280,320,227,0.2274101307189542
EHAM,22,22,680,760,383,0.7247805581029738
EHAM,15,15,420,520,81,0.4455017301038063
EHAM,13,13,640,680,227,0.2274101307189542
EHAM,15,15,320,420,81,0.4455017301038063
EHAM,22,22,520,560,383,0.7247805581029738
EHAM,13,13,760,830,227,0.2274101307189542
EHAM,22,22,560,640,383,0.7247805581029738
EHAM,13,13,680,760,227,0.2274101307189542
EHAM,22,22,760,830,383,0.7247805581029738
EHAM,13,13,320,420,227,0.2274101307189542
EHAM,13,13,520,560,227,0.2274101307189542
EHAM,13,13,980,1080,86,0.5468900675024109
EHAM,13,13,1080,1240,86,0.5468900675024109
EHAM,22,22,420,520,383,0.7247805581029738
EHAM,22,22,280,320,383,0.7247805581029738
EHAM,13,13,560,640,227,0.2274101307189542
EHAM,14,14,830,840,267,0.4542081447963801
EHAM,20,20,1000,1060,30,0.5738880918220947
EHAM,14,14,960,1080,87,0.1481322455989695
EHAM,15,15,660,680,45,0.6937716262975778
EHAM,20,20,560,640,251,0.4185164631890491
EHAM,20,20,1140,1180,5,0.71524064171123
EHAM,20,20,420,520,251,0.4185164631890491
EHAM,20,20,680,760,251,0.4185164631890491
EHAM,15,15,680,760,45,0.6937716262975778
EHAM,14,14,680,760,267,0.4542081447963801
EHAM,15,15,280,320,81,0.4455017301038063
EHAM,14,14,640,680,267,0.4542081447963801
EHAM,14,14,520,560,267,0.4542081447963801
EHAM,14,14,760,830,267,0.4542081447963801
EHAM,20,20,640,680,251,0.4185164631890491
EHAM,14,14,280,320,267,0.4542081447963801
EHAM,14,14,420,520,267,0.4542081447963801
EHAM,14,14,560,640,267,0.4542081447963801
EHAM,15,15,760,830,45,0.6937716262975778
EHAM,20,20,760,830,251,0.4185164631890491
EHAM,20,20,520,560,251,0.4185164631890491
EHAM,14,14,320,420,267,0.4542081447963801
EHAM,20,20,320,420,251,0.4185164631890491
EIDW,1,1,420,460,47,0.6670258620689655
EIDW,1,1,300,331,47,0.6670258620689655
EIDW,1,1,460,480,47,0.6670258620689655
EIDW,1,1,331,420,47,0.6670258620689655
EIDW,1,1,480,545,47,0.6670258620689655
EIDW,22,22,540,750,81,0.5166666666666666
EIDW,22,22,420,540,81,0.5166666666666666
EIDW,22,22,360,420,81,0.5166666666666666
ENGM,6,6,760,1000,53,0.6111111111111112
ENGM,6,6,690,760,53,0.6111111111111112
ENGM,9,9,780,900,28,0.4060846560846561
ENGM,19,19,880,1018,63,0.3413654618473896
ENGM,26,26,640,780,20,0.2717717717717717
ENGM,19,19,760,880,63,0.3413654618473896
ENGM,20,20,780,907,25,0.5645833333333333
ESSA,1,1,860,1000,12,0.6861471861471862
ESSA,0,0,780,980,23,0.6215277777777777
ESSA,4,4,720,875,30,0.651469098277609
ESSA,5,5,600,920,28,0.5745207173778603
ESSA,25,25,851,960,28,0.5258272800645682
ESSA,25,25,740,851,28,0.5258272800645682
LEBL,0,0,480,580,33,-0.0146520146520146
LEBL,1,1,1320,1360,15,0.3276353276353276
LEBL,0,0,980,1020,76,0.6508210890233362
LEBL,1,1,1260,1320,15,0.3276353276353276
LEBL,23,23,480,560,8,0.0608058608058608
LEBL,0,0,1020,1070,76,0.6508210890233362
LEBL,23,23,1260,1355,16,0.4336996336996337
LEBL,0,0,1115,1320,76,0.6508210890233362
LEBL,0,0,1070,1115,76,0.6508210890233362
LEBL,2,2,840,985,51,0.5781738586616635
LEBL,2,2,460,640,40,0.4067439409905163
LEBL,2,2,1260,1320,46,0.3509021842355176
LEBL,16,16,480,596,29,0.3846153846153846
LEBL,2,2,1320,1400,46,0.3509021842355176
LEBL,2,2,985,1129,51,0.5781738586616635
LEBL,17,17,960,1080,27,0.4364548494983277
LEBL,17,17,1320,1356,39,-0.0015540015540015
LEBL,17,17,400,580,74,0.3450057405281285
LEBL,17,17,1260,1320,39,-0.0015540015540015
LEBL,3,3,1060,1133,124,0.5254884004884005
LEBL,5,5,1040,1145,279,0.447559468643806
LEBL,3,3,930,1010,124,0.5254884004884005
LEBL,3,3,1010,1060,124,0.5254884004884005
LEBL,24,24,1260,1359,18,0.5846153846153846
LEBL,3,3,400,640,57,0.5220883534136547
LEBL,5,5,795,871,279,0.447559468643806
LEBL,3,3,920,930,124,0.5254884004884005
LEBL,3,3,1260,1320,32,0.2623732856290996
LEBL,3,3,1320,1350,32,0.2623732856290996
LEBL,5,5,1145,1260,279,0.447559468643806
LEBL,5,5,470,561,279,0.447559468643806
LEBL,5,5,871,950,279,0.447559468643806
LEBL,5,5,561,795,279,0.447559468643806
LEBL,5,5,1320,1380,24,0.7259615384615384
LEBL,5,5,950,1020,279,0.447559468643806
LEBL,5,5,360,470,279,0.447559468643806
LEBL,5,5,1260,1320,24,0.7259615384615384
LEBL,24,24,480,560,37,-0.0789743589743589
LEBL,5,5,1020,1040,279,0.447559468643806
LEBL,4,4,620,660,70,0.5281593406593407
LEBL,4,4,1300,1400,68,0.7799581371009943
LEBL,4,4,1200,1300,68,0.7799581371009943
LEBL,4,4,460,520,70,0.5281593406593407
LEBL,4,4,1080,1101,68,0.7799581371009943
LEBL,4,4,1101,1150,68,0.7799581371009943
LEBL,4,4,1150,1200,68,0.7799581371009943
LEBL,4,4,520,620,70,0.5281593406593407
LEBL,7,7,1240,1360,28,0.6180144641683103
LEBL,7,7,1200,1240,28,0.6180144641683103
LEBL,25,25,1320,1380,31,-0.0558312655086849
LEBL,25,25,980,1160,58,0.2044950933839823
LEBL,7,7,480,580,21,0.233270794246404
LEBL,6,6,480,600,27,0.341025641025641
LEBL,25,25,1260,1320,31,-0.0558312655086849
LEBL,25,25,660,760,17,0.5798816568047338
LEBL,6,6,1260,1323,25,0.2866535174227482
LEBL,8,8,1320,1340,30,0.5416666666666666
LEBL,9,9,1260,1360,41,0.3797313797313797
LEBL,8,8,1260,1320,30,0.5416666666666666
LEBL,27,27,460,620,58,0.4705294705294706
LEBL,26,26,1320,1340,11,0.6977058029689608
LEBL,26,26,1260,1320,11,0.6977058029689608
LEBL,26,26,320,440,126,0.5252694165737645
LEBL,26,26,440,485,126,0.5252694165737645
LEBL,26,26,980,1160,65,0.4351577909270217
LEBL,26,26,485,540,126,0.5252694165737645
LEBL,26,26,540,630,126,0.5252694165737645
LEBL,27,27,1000,1060,6,0.7264957264957266
LEBL,19,19,340,733,84,0.4202387942845958
LEBL,26,26,630,780,126,0.5252694165737645
LEBL,11,11,980,1080,25,0.2900641025641026
LEBL,10,10,1260,1320,41,0.5928205128205127
LEBL,11,11,460,580,20,0.3181580324437467
LEBL,11,11,1260,1380,30,0.4784506273867976
LEBL,10,10,480,560,180,0.4343542260208926
LEBL,10,10,1320,1380,41,0.5928205128205127
LEBL,22,22,1220,1260,31,0.3235653235653236
LEBL,12,12,1260,1320,15,0.5897435897435898
LEBL,22,22,1260,1340,31,0.3235653235653236
LEBL,22,22,480,560,18,0.5393457117595049
LEBL,22,22,890,940,69,0.4752913752913753
LEBL,21,21,1260,1370,27,0.3022941970310391
LEBL,12,12,1060,1180,51,0.0941052075072693
LEBL,21,21,480,580,24,0.4751602564102564
LEBL,22,22,940,1188,69,0.4752913752913753
LEBL,12,12,480,600,80,0.1531654186521443
LEBL,13,13,1000,1080,34,0.085180356366797
LEBL,13,13,460,700,95,-0.1711220221858519
LEBL,13,13,1260,1380,56,0.1232423490488006
LEBL,15,15,1260,1360,19,0.3488733488733488
LEBL,20,20,400,640,73,0.3758434547908232
LEBL,14,14,480,780,90,0.4144477317554241
LEBL,14,14,1260,1371,75,0.0103066867772749
LEBL,14,14,980,1140,76,0.0604929051530993
LEBL,20,20,1260,1340,26,0.3037904124860647
LEMD,1,1,720,840,34,0.4672075726842461
LEMD,23,23,1220,1260,75,0.446331109763493
LEMD,23,23,720,780,25,0.3917008663930689
LEMD,23,23,460,520,18,0.6521739130434783
LEMD,0,0,1220,1260,33,0.3050108932461874
LEMD,0,0,480,540,10,0.6048265460030166
LEMD,23,23,1260,1320,75,0.446331109763493
LEMD,0,0,1260,1328,33,0.3050108932461874
LEMD,23,23,1140,1220,75,0.446331109763493
LEMD,0,0,700,820,40,0.492296918767507
LEMD,2,2,1220,1260,31,0.4178498985801216
LEMD,16,16,440,540,35,0.2688536953242835
LEMD,16,16,720,800,78,0.3119429590017825
LEMD,2,2,720,820,57,0.0588235294117647
LEMD,2,2,1140,1220,31,0.4178498985801216
LEMD,17,17,1260,1320,32,0.2324929971988795
LEMD,17,17,1230,1260,32,0.2324929971988795
LEMD,18,18,1180,1240,23,0.2638146167557932
LEMD,18,18,460,520,35,0.5181554103122731
LEMD,17,17,460,540,20,0.4834347532116295
LEMD,17,17,660,780,49,0.429590017825312
LEMD,3,3,1260,1300,81,0.5774886877828054
